academia,andar,area,area_servico,banheiro,condominio,elevador,endereco,espaco_gourmet,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,tipo,url,vaga,valor,varanda_gourmet
,,10.0,,,,,"Rua Antônio Pinheiro Galvão, 200 - Buritis, Boa Vista - RR",,2648114492,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-buritis-boa-vista-rr-10m2-id-2648114492/,,160000.0,
,,360.0,,,,,"Cidade Satelite, Boa Vista - RR",,2540735197,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cidade-satelite-boa-vista-rr-360m2-id-2540735197/,,129000.0,
,,600.0,,,,,"Rua Alzimiro Gomes da Silva, SN - Jardim Floresta, Boa Vista - RR",,2649824666,500.0,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-floresta-boa-vista-rr-600m2-id-2649824666/,,250000.0,
,,280.0,,,,,"Rua Manganês, 10 - Jóquei Clube, Boa Vista - RR",,2650078072,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-joquei-clube-boa-vista-rr-280m2-id-2650078072/,,75000.0,
,,375.0,,,,,"Rua Vênus - Cidade Satelite, Boa Vista - RR",,2640793032,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cidade-satelite-boa-vista-rr-375m2-id-2640793032/,,160000.0,
,,300.0,,,,,"Rua Dona Marina Carneiro, 346 - Cinturao Verde, Boa Vista - RR",,2651407109,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cinturao-verde-boa-vista-rr-300m2-id-2651407109/,,200000.0,
,,2246.0,,,,,"Rua Reinaldo Neves - Jardim Floresta, Boa Vista - RR",,2640779852,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-floresta-boa-vista-rr-2246m2-id-2640779852/,,1200000.0,
0,,1054.0,0,2.0,,0,"Rua Rio Tocantins - Caçari, Boa Vista - RR",1.0,2643149670,,1.0,0,0,0,4.0,0,1.0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-cacari-boa-vista-rr-1054m2-id-2643149670/,4.0,3997000.0,0
,,405.0,,4.0,,,"Rua Capitão Castro Mendes, 60 - Paraviana, Boa Vista - RR",,2630529285,,,,,,4.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-paraviana-boa-vista-rr-405m2-id-2630529285/,6.0,3500000.0,
0,,418.0,1.0,2.0,,0,"Avenida Getúlio Vargas - Centro, Boa Vista - RR",0,2624389563,,0,0,0,0,3.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-centro-boa-vista-rr-418m2-id-2624389563/,2.0,1000000.0,0
,,120.0,,1.0,,,"Via das Flores, 21 - Pricumã, Boa Vista - RR",,2617653502,,,,,,4.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-pricuma-boa-vista-rr-120m2-id-2617653502/,6.0,680000.0,
,,82.0,,1.0,,,"Rua Amajari - São Vicente, Boa Vista - RR",,2645319197,,,,,,2.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-sao-vicente-boa-vista-rr-82m2-id-2645319197/,,800000.0,
,,353.0,,4.0,,,"Rua Dom Apparecido José Dias - Cidade Satelite, Boa Vista - RR",,2645318307,,,,,,4.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-cidade-satelite-boa-vista-rr-353m2-id-2645318307/,,795000.0,
0,,197.0,0,4.0,,0,"Paraviana, Boa Vista - RR",0,2653653576,,1.0,0,0,0,3.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-paraviana-boa-vista-rr-197m2-id-2653653576/,,1580000.0,0
0,1.0,500.0,0,2.0,,0,"Rua Severino Soares de Freitas - Paraviana, Boa Vista - RR",1.0,2647724457,,1.0,0,0,0,4.0,0,1.0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-mobiliado-paraviana-boa-vista-rr-500m2-id-2647724457/,4.0,5500000.0,1.0
,,168.0,,1.0,,,"Cinturao Verde, Boa Vista - RR",,2652320374,,,,,,3.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-cinturao-verde-boa-vista-rr-168m2-id-2652320374/,,850000.0,
,2.0,388.0,,1.0,,,"Rua Desembargador Francisco Murilo Pinto, 15 - Caçari, Boa Vista - RR",,2649817281,,,,,,3.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-cacari-boa-vista-rr-388m2-id-2649817281/,2.0,1700000.0,
,,390.0,,2.0,,,"Rua Levindo Inácio de Oliveira, 2281 - Paraviana, Boa Vista - RR",,2644800895,,,,,,6.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-6-quartos-com-ar-condicionado-paraviana-boa-vista-rr-390m2-id-2644800895/,4.0,2350000.0,
,,266.0,,2.0,,,"Rua Pau-Brasil - Paraviana, Boa Vista - RR",,2649353167,,,,,,3.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-paraviana-boa-vista-rr-266m2-id-2649353167/,2.0,990000.0,
0,,168.0,1.0,4.0,,0,"Rua Udine Benedetti, 987 - Cinturao Verde, Boa Vista - RR",0,2648818657,600.0,0,0,0,0,3.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-cinturao-verde-boa-vista-rr-168m2-id-2648818657/,1.0,870000.0,0
0,,190.0,0,3.0,,0,"Asa Branca, Boa Vista - RR",1.0,2652631289,,0,0,0,0,3.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-asa-branca-boa-vista-rr-190m2-id-2652631289/,2.0,850000.0,0
0,,160.0,0,3.0,,0,"Paraviana, Boa Vista - RR",0,2652627314,,1.0,0,0,0,3.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-paraviana-boa-vista-rr-160m2-id-2652627314/,,1600000.0,0
0,,934.0,0,2.0,,0,"Avenida Getúlio Vargas - Caçari, Boa Vista - RR",0,2624390134,,1.0,0,0,0,5.0,0,0,0,casas,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-piscina-cacari-boa-vista-rr-934m2-id-2624390134/,8.0,6000000.0,1.0
,,101.0,,1.0,,,"Avenida Sebastião Diniz - São Vicente, Boa Vista - RR",,2645615836,,,,,,2.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-sao-vicente-boa-vista-rr-101m2-id-2645615836/,,480000.0,
0,2.0,438.0,0,5.0,,0,"Alameda Platão - Nossa Senhora Aparecida, Boa Vista - RR",1.0,2639442185,,1.0,0,0,0,2.0,0,0,0,sobrados,https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-piscina-nossa-senhora-aparecida-boa-vista-rr-438m2-id-2639442185/,4.0,2150000.0,1.0
,,320.0,,4.0,,,"Avenida Ville Roy, 90 - Caçari, Boa Vista - RR",,2609137560,,,,,,4.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-cacari-boa-vista-rr-320m2-id-2609137560/,4.0,1100000.0,
,,384.0,,5.0,,,"Rua Cristiano Vieira da Silva - Caçari, Boa Vista - RR",,2631789358,,,,,,4.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-ar-condicionado-cacari-boa-vista-rr-384m2-id-2631789358/,4.0,1970000.0,
,,10.0,,1.0,,,"Avenida Bento Brasil - Calungá, Boa Vista - RR",,2645317086,,,,,,4.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-cozinha-calunga-boa-vista-rr-10m2-id-2645317086/,,400000.0,
,,10.0,,1.0,,,"Avenida dos Imigrantes - Buritis, Boa Vista - RR",,2645315216,,,,,,2.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-buritis-boa-vista-rr-10m2-id-2645315216/,1.0,550000.0,
,,130.0,,1.0,,,"Rua Angico - Paraviana, Boa Vista - RR",,2645315215,,,,,,4.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-paraviana-boa-vista-rr-130m2-id-2645315215/,4.0,700000.0,
,,207.0,,4.0,,,"Alameda Beta, 28 - Nossa Senhora Aparecida, Boa Vista - RR",,2601305330,,,,,,3.0,,,,casas,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-nossa-senhora-aparecida-boa-vista-rr-207m2-id-2601305330/,2.0,1390000.0,
