academia,andar,area,area_servico,banheiro,condominio,elevador,endereco,espaco_gourmet,foto_imovel,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,tipo,url,vaga,valor,varanda_gourmet
0,,146.0,0,3.0,1142.0,1.0,"Rua da Estrela, 146 - Parnamirim, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f33db414e5546d04b6a2585012ba6016/apartamento-com-3-quartos-a-venda-146m-no-parnamirim-recife.jpg,2602229686,3200.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-parnamirim-recife-pe-146m2-id-2602229686/,2.0,760000.0,0
1.0,21.0,32.0,0,1.0,,1.0,"Rua Nunes Machado, 47 - Soledade, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6f79bc7aed8d9c124c06474906b148e9/apartamento-com-1-quarto-a-venda-32m-no-soledade-recife.jpg,2627424384,,1.0,1.0,0,0,1.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-soledade-recife-pe-32m2-id-2627424384/,1.0,270000.0,0
1.0,,100.0,0,3.0,,1.0,"Avenida Pedro Paes Mendonça, 140 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/10a5211f250881ff32fe5dae58dc5dbc/apartamento-com-3-quartos-a-venda-100m-no-boa-viagem-recife.jpg,2657973954,,1.0,1.0,1.0,0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-boa-viagem-recife-pe-100m2-id-2657973954/,2.0,1250000.0,1.0
1.0,,135.0,0,3.0,1.0,1.0,"Rua Regueira Costa, 152 - Rosarinho, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7e019317be0904ee743704117db95042/apartamento-com-4-quartos-a-venda-135m-no-rosarinho-recife.jpg,2666631642,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-rosarinho-recife-pe-135m2-id-2666631642/,2.0,1251000.0,1.0
0,,235.0,1.0,4.0,1825.0,0,"Rua Dom Miguel de Lima Valverde - Graças, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6e9fd432bce016570bd628a1140d1bd9/apartamento-com-4-quartos-a-venda-235m-no-gracas-recife.jpg,2543225730,250.0,0,0,0,0,4.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-armario-de-cozinha-gracas-recife-pe-235m2-id-2543225730/,2.0,500000.0,0
1.0,5.0,99.0,0,3.0,908.0,1.0,"Rua Dom José Lopes, 604 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/47928dc42c7a16957559c5102652a83b/apartamento-com-3-quartos-a-venda-99m-no-boa-viagem-recife.jpg,2635595278,307.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-99m2-id-2635595278/,3.0,750275.0,0
0,,140.0,0,3.0,1150.0,1.0,"Avenida Hélio Falcão - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/2e650ac3f5e0df6f7d64e4a88456ce1b/apartamento-com-3-quartos-a-venda-140m-no-boa-viagem-recife.jpg,2644948298,,0,0,0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-viagem-recife-pe-140m2-id-2644948298/,2.0,600000.0,0
1.0,,46.0,0,1.0,1.0,1.0,"Avenida Doutor José Rufino, 2372 - Barro, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/0b77454abfcd4528303f946d105cb5c5/apartamento-com-2-quartos-a-venda-46m-no-barro-recife.jpg,2654446174,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-barro-recife-pe-46m2-id-2654446174/,1.0,249000.0,1.0
0,3.0,78.0,1.0,3.0,570.0,0,"Rua Estudante Jeremias Bastos - Pina, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1ea22812013a0b309b82dde044b9ccb5/apartamento-com-3-quartos-a-venda-78m-no-pina-recife.jpg,2642845794,1400.0,0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pina-recife-pe-78m2-id-2642845794/,1.0,449000.0,0
0,17.0,132.0,1.0,3.0,1157.0,1.0,"Rua da Estrela, 146 - Casa Amarela, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a4391c37d94f83f837a01850267423df/apartamento-com-3-quartos-a-venda-132m-no-casa-amarela-recife.jpg,2665213400,445.0,1.0,0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-casa-amarela-recife-pe-132m2-id-2665213400/,2.0,850001.0,0
1.0,12.0,130.0,0,3.0,1.0,1.0,"Avenida Pedro Paes Mendonça, 200 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d7c4e239b2c2e92d43ef30ccae0a880d/apartamento-com-3-quartos-a-venda-130m-no-boa-viagem-recife.jpg,2601652443,1.0,1.0,1.0,1.0,0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-130m2-id-2601652443/,2.0,935999.0,1.0
0,,84.0,1.0,3.0,850.0,1.0,"Avenida Dezessete de Agosto - Casa Forte, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/520561e605ce500813bdefd5fba7bea8/apartamento-com-3-quartos-a-venda-84m-no-casa-forte-recife.jpg,2528300908,315.0,1.0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-casa-forte-recife-pe-84m2-id-2528300908/,2.0,600000.0,0
0,,57.0,0,1.0,1.0,1.0,"Rua Castro Alves, 300 - Encruzilhada, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c86b99f4b877f2f296f28273fc686ed2/apartamento-com-2-quartos-a-venda-57m-no-encruzilhada-recife.jpg,2565687587,1.0,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-encruzilhada-recife-pe-57m2-id-2565687587/,1.0,369999.0,0
1.0,,74.0,1.0,3.0,940.0,1.0,"Rua da Angustura, 195 - Aflitos, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/cb9b1571c1943983e961216893974e43/apartamento-com-3-quartos-a-venda-74m-no-aflitos-recife.jpg,2589985274,188.0,1.0,1.0,0,1.0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-aflitos-recife-pe-74m2-id-2589985274/,1.0,490000.0,0
,,105.0,,3.0,900.0,,"Rua Amaro Albino Pimentel, 33 - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/6066d7d91fd43a566cd2e494f75f9ee3/apartamento-com-3-quartos-a-venda-105m-no-boa-viagem-recife.jpg,2609677245,,,,,,3.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-viagem-recife-pe-105m2-id-2609677245/,2.0,850000.0,
0,4.0,120.0,0,2.0,1150.0,1.0,"Rua Visconde de Jequitinhonha, 1140 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f7d509c42ffe46a34ac3a924981fa47b/apartamento-com-3-quartos-a-venda-120m-no-boa-viagem-recife.jpg,2651029060,3000.0,0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-boa-viagem-recife-pe-120m2-id-2651029060/,2.0,1050000.0,1.0
0,5.0,107.0,0,3.0,1100.0,0,"Rua Conselheiro Portela - Aflitos, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/70bffbc342dba01255fd0b10bbe8bba6/apartamento-com-3-quartos-a-venda-107m-no-aflitos-recife.jpg,2637990666,350.0,1.0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-aflitos-recife-pe-107m2-id-2637990666/,2.0,570000.0,0
,,44.0,,1.0,1.0,,"Rua Carlos Pereira Falcão, 1 - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a68074e17805c7a491838e5756dfdd3c/apartamento-com-2-quartos-a-venda-44m-no-boa-viagem-recife.jpg,2660238983,1.0,,,,,2.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-boa-viagem-recife-pe-44m2-id-2660238983/,1.0,418015.0,
1.0,11.0,67.0,0,2.0,400.0,1.0,"Rua Abdísio Veiga, 101 - Ilha do Retiro, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/af98041d773207256c156c6d0f80b787/apartamento-com-3-quartos-a-venda-67m-no-ilha-do-retiro-recife.jpg,2602449319,400.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ilha-do-retiro-recife-pe-67m2-id-2602449319/,1.0,620000.0,0
1.0,2.0,158.0,0,4.0,2410.0,0,"Avenida Boa Viagem, 802 - Pina, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b122a30f9b4d84219d02c4bd4ec05204/apartamento-com-3-quartos-a-venda-158m-no-pina-recife.jpg,2650235086,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pina-recife-pe-158m2-id-2650235086/,3.0,3350000.0,0
1.0,1.0,89.0,0,1.0,795.0,1.0,"Rua Antônio de Sá Leitão, 26 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/64efc8cef937a799ef89a1034a90e312/apartamento-com-3-quartos-a-venda-89m-no-boa-viagem-recife.jpg,2604732829,295.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-89m2-id-2604732829/,2.0,720267.0,0
1.0,8.0,90.0,0,2.0,735.0,1.0,"Avenida Caxangá, 252 - Madalena, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/8490a6a9e75088191b18fb700ad4f94d/apartamento-com-4-quartos-a-venda-90m-no-madalena-recife.jpg,2645692160,3000.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-madalena-recife-pe-90m2-id-2645692160/,2.0,734900.0,0
0,,130.0,0,3.0,1065.0,1.0,"Rua Barão de São Borja, 460 - Boa Vista, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d7103279271ed9112ecba62aead1b0ce/apartamento-com-3-quartos-a-venda-130m-no-boa-vista-recife.jpg,2549997462,3500.0,0,1.0,1.0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-boa-vista-recife-pe-130m2-id-2549997462/,1.0,650000.0,0
1.0,1.0,53.0,1.0,1.0,1.0,1.0,"Rua Manoel de Abreu, 210 - Imbiribeira, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/bb518a20e3c7c06826627bae778e8350/apartamento-com-2-quartos-a-venda-53m-no-imbiribeira-recife.jpg,2597068761,1.0,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-imbiribeira-recife-pe-53m2-id-2597068761/,1.0,316940.0,0
1.0,2.0,154.0,1.0,3.0,1.0,1.0,"Avenida Pedro Paes Mendonça, 200 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ce2ebc7acc032a1aba8e52c8e3e51ded/apartamento-com-4-quartos-a-venda-154m-no-boa-viagem-recife.jpg,2619166946,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-154m2-id-2619166946/,3.0,989999.0,1.0
1.0,17.0,210.0,1.0,5.0,1300.0,1.0,"Rua Laurindo Coelho, 742 - Casa Forte, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1efcf4bea5bf4062bc1f099b6fbcdd5e/apartamento-com-4-quartos-a-venda-210m-no-casa-forte-recife.jpg,2452521090,,1.0,1.0,0,1.0,4.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-casa-forte-recife-pe-210m2-id-2452521090/,3.0,1600000.0,0
1.0,5.0,50.0,0,2.0,482.0,0,"Rua Coronel Anízio Rodrigues Coelho, 254 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/743290d2dc31a8bae5646c2331f15666/apartamento-com-2-quartos-a-venda-50m-no-boa-viagem-recife.jpg,2603410457,109.0,1.0,0,1.0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-50m2-id-2603410457/,1.0,479999.0,0
1.0,2.0,67.0,0,2.0,1.0,1.0,"Rua Abdísio Veiga, 101 - Ilha do Retiro, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/daed07f8e352d4236d8c60c0bae44eb9/apartamento-com-3-quartos-a-venda-67m-no-ilha-do-retiro-recife.jpg,2647260021,1.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ilha-do-retiro-recife-pe-67m2-id-2647260021/,1.0,580000.0,0
,,130.0,,4.0,1.0,,"Rua Professor Arnaldo Carneiro Leão, 1 - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5f555c49b0a1f8461e1b6ef7368ac36c/apartamento-com-4-quartos-a-venda-130m-no-boa-viagem-recife.jpg,2667779400,1.0,,,,,4.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-boa-viagem-recife-pe-130m2-id-2667779400/,2.0,933261.0,
1.0,5.0,99.0,0,3.0,908.0,1.0,"Rua Dom José Lopes, 604 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/fed36b5df0ff485edcf3810ee1459c57/apartamento-com-3-quartos-a-venda-99m-no-boa-viagem-recife.jpg,2635597192,307.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-99m2-id-2635597192/,2.0,750270.0,0
0,9.0,73.0,0,1.0,600.0,1.0,"Rua Carlos Pereira Falcão, 743 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/65c47c4baf582438c164d725ba68213a/apartamento-com-3-quartos-a-venda-73m-no-boa-viagem-recife.jpg,2643946952,105.0,0,0,1.0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-viagem-recife-pe-73m2-id-2643946952/,1.0,350000.0,0
1.0,1.0,89.0,0,1.0,795.0,1.0,"Rua Antônio de Sá Leitão, 26 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/64efc8cef937a799ef89a1034a90e312/apartamento-com-3-quartos-a-venda-89m-no-boa-viagem-recife.jpg,2604732829,295.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-89m2-id-2604732829/,2.0,720267.0,0
0,6.0,91.0,1.0,2.0,550.0,1.0,"Rua Doutor Bandeira Filho, 155 - Graças, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ff2753920eb23a64e1e482627724cf4a/apartamento-com-3-quartos-a-venda-91m-no-gracas-recife.jpg,2631310029,100.0,0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-gracas-recife-pe-91m2-id-2631310029/,1.0,295000.0,0
1.0,,63.0,1.0,1.0,435.0,1.0,"Rua Jorge de Lima, 245 - Imbiribeira, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3790889ad5119b89929299ecd9461b85/apartamento-com-3-quartos-a-venda-63m-no-imbiribeira-recife.jpg,2669205899,200.0,1.0,1.0,0,1.0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-imbiribeira-recife-pe-63m2-id-2669205899/,1.0,450000.0,0
0,,75.0,1.0,1.0,,0,"Sancho, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/2f3eb4f5fedc35e3974402cdc2047947/apartamento-com-3-quartos-a-venda-75m-no-sancho-recife.jpg,2665655197,,0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-sancho-recife-pe-75m2-id-2665655197/,1.0,110000.0,0
0,14.0,50.0,0,1.0,1.0,1.0,"Rua São Vicente, 255 - Tamarineira, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c6eac78816777bd0eba6aa6a8b66c7ee/apartamento-com-2-quartos-a-venda-50m-no-tamarineira-recife.jpg,2584538575,1.0,1.0,1.0,1.0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-tamarineira-recife-pe-50m2-id-2584538575/,1.0,491005.0,0
0,1.0,93.0,1.0,3.0,1300.0,1.0,"Rua Demócrito de Souza Filho, 477 - Madalena, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/27a9bad044c993b6f18592a6d193d523/apartamento-com-2-quartos-a-venda-93m-no-madalena-recife.jpg,2631307393,180.0,0,0,0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-madalena-recife-pe-93m2-id-2631307393/,1.0,380000.0,0
0,,80.0,0,2.0,,1.0,"Rua Conselheiro Nabuco, 300 - Casa Amarela, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a736fb086b70997d840ee789ac69acb0/apartamento-com-3-quartos-a-venda-80m-no-casa-amarela-recife.jpg,2636258683,,1.0,0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-casa-amarela-recife-pe-80m2-id-2636258683/,1.0,500000.0,0
1.0,,72.0,1.0,2.0,,1.0,"Rua Visconde de Jequitinhonha, 1228 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/edec8a77c6e318f390f3c062b48b8802/apartamento-com-2-quartos-a-venda-72m-no-boa-viagem-recife.jpg,2540275574,,1.0,0,1.0,0,2.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-boa-viagem-recife-pe-72m2-id-2540275574/,1.0,520000.0,0
0,6.0,186.0,0,3.0,1.0,1.0,"Rua Conselheiro Nabuco, 151 - Casa Amarela, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f15039ce4345e8478b69cbb2aa52a4cd/apartamento-com-4-quartos-a-venda-186m-no-casa-amarela-recife.jpg,2555957148,1.0,1.0,1.0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-casa-amarela-recife-pe-186m2-id-2555957148/,2.0,1150000.0,0
1.0,14.0,86.0,1.0,1.0,1150.0,1.0,"Rua Amália Bernardino de Sousa, 533 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/30f181b4068cba81a8fa5a1ee05ff180/apartamento-com-3-quartos-a-venda-86m-no-boa-viagem-recife.jpg,2669616298,279.0,1.0,0,1.0,0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-86m2-id-2669616298/,2.0,640000.0,0
1.0,14.0,56.0,0,2.0,600.0,1.0,"Rua Cândido Lacerda, 221 - Torreão, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/08bdfd7667ce54eb56a522efd0096512/apartamento-com-2-quartos-a-venda-56m-no-torreao-recife.jpg,2651152664,140.0,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-torreao-recife-pe-56m2-id-2651152664/,1.0,400000.0,1.0
1.0,9.0,44.0,0,1.0,1.0,1.0,"Rua Conde Pereira Carneiro, 615 - Imbiribeira, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9d2d8e078b881a8ae3d8d41661918337/apartamento-com-2-quartos-a-venda-44m-no-imbiribeira-recife.jpg,2597726769,1.0,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-imbiribeira-recife-pe-44m2-id-2597726769/,1.0,259000.0,0
1.0,19.0,87.0,1.0,3.0,895.0,1.0,"Rua Antônio de Sá Leitão, 58 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/2ad6fa1471423b8ffc051385253257f0/apartamento-com-3-quartos-a-venda-87m-no-boa-viagem-recife.jpg,2656757768,292.0,1.0,1.0,1.0,0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-87m2-id-2656757768/,2.0,819900.0,0
1.0,,123.0,0,3.0,1.0,1.0,"Rua Real da Torre, 1 - Torre, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/624bef269e61b9b37400b725d74603de/apartamento-com-4-quartos-a-venda-123m-no-torre-recife.jpg,2653743392,1.0,1.0,1.0,0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-torre-recife-pe-123m2-id-2653743392/,2.0,1369000.0,0
1.0,3.0,123.0,0,1.0,1.0,1.0,"Rua Real da Torre, 1274 - Madalena, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b916fc261baf1d44bcabac8eeed444a6/apartamento-com-4-quartos-a-venda-123m-no-madalena-recife.jpg,2665838107,1.0,1.0,1.0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-madalena-recife-pe-123m2-id-2665838107/,2.0,1371000.0,0
1.0,15.0,86.0,0,1.0,1150.0,1.0,"Rua Amália Bernardino de Sousa, 533 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3bc819d98368da90e802fb949684c64e/apartamento-com-3-quartos-a-venda-86m-no-boa-viagem-recife.jpg,2620256707,297.0,1.0,0,1.0,0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-86m2-id-2620256707/,2.0,640000.0,0
0,1.0,68.0,1.0,1.0,600.0,1.0,"Rua Cruzeiro do Forte, 152 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d505162d8afa7ebaa1b6ea34f5ce7ce5/apartamento-com-3-quartos-a-venda-68m-no-boa-viagem-recife.jpg,2670025260,1650.0,1.0,0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-boa-viagem-recife-pe-68m2-id-2670025260/,1.0,455000.0,0
1.0,14.0,76.0,1.0,2.0,730.0,1.0,"Rua Larga do Feitosa, 30 - Encruzilhada, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ed6b77bb4ef583471b3b4bf380ca35d4/apartamento-com-3-quartos-a-venda-76m-no-encruzilhada-recife.jpg,2658395924,176.0,0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-encruzilhada-recife-pe-76m2-id-2658395924/,2.0,490000.0,0
1.0,16.0,56.0,0,1.0,600.0,1.0,"Rua Cândido Lacerda, 221 - Torreão, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c6ca4196b355e4f4f4b9aac11c88362a/apartamento-com-2-quartos-a-venda-56m-no-torreao-recife.jpg,2611758933,46.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-torreao-recife-pe-56m2-id-2611758933/,1.0,433000.0,0
1.0,1.0,240.0,0,6.0,1450.0,1.0,"Rua Engenho Poeta, 193 - Caxangá, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/854a430337ba1bb95a5a457492674a9f/apartamento-com-4-quartos-a-venda-240m-no-caxanga-recife.jpg,2649774820,7000.0,1.0,1.0,0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-caxanga-recife-pe-240m2-id-2649774820/,4.0,1250000.0,0
1.0,3.0,50.0,1.0,2.0,600.0,0,"Rua Santana, 74 - Casa Forte, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1665ef1715586c228436f9d8eee5d187/apartamento-com-2-quartos-a-venda-50m-no-casa-forte-recife.jpg,2631311317,220.0,1.0,0,0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-casa-forte-recife-pe-50m2-id-2631311317/,2.0,430000.0,0
