academia,andar,area,area_servico,banheiro,condominio,elevador,espaco_gourmet,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,vaga,valor,varanda_gourmet,url,tipo,endereco,latitude,longitude
0.0,,279.0,1.0,2.0,,0.0,0.0,2643779707,141.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,1080000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-jardim-atlantico-leste-marica-rj-279m2-id-2643779707/,casas,"Rua Abrahão Tavares de Moraes, 38 - Jardim Atlântico Leste, Maricá - RJ",-22.96694,-42.92304
,,240.0,,,549.0,,,2575653089,,,,,,,,,,,105000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-pindobas-marica-rj-240m2-id-2575653089/,terrenos_lotes_e_condominios,"Estrada Henfil - Pindobas, Maricá - RJ",-22.89473,-42.83096
,,700.0,,,,,,2637417869,,,,,,,,,,,190000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-spar-inoa-marica-rj-700m2-id-2637417869/,terrenos_lotes_e_condominios,"Rua Um, SN - Spar Inoa, Maricá - RJ",-22.90091420435,-42.937060283415
,1.0,100.0,,2.0,,,,2570641214,1.0,,,,,19.0,,,,4.0,520000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-19-quartos-com-jardim-itaipuacu-marica-rj-100m2-id-2570641214/,casas,"Rua Oitenta, 1 - Itaipuaçú, Maricá - RJ",-22.939759997157,-42.828819967261
1.0,,390.0,0.0,,1.0,0.0,1.0,2632995673,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,79000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-ubatiba-marica-rj-390m2-id-2632995673/,terrenos_lotes_e_condominios,"Rodovia Vereador Oldemar Guedes Figueiredo - Ubatiba, Maricá - RJ",-22.901282246448,-42.800378448923
0.0,,93.0,1.0,2.0,,0.0,0.0,2569743569,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,595000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-atlantico-central-marica-rj-93m2-id-2569743569/,casas,"Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
0.0,,69.0,1.0,2.0,,0.0,0.0,2643783779,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,399000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-itaipuacu-marica-rj-69m2-id-2643783779/,casas,"Rua Heliotrópios, 5 - Itaipuaçú, Maricá - RJ",-22.952136529209,-42.98345658475
,,63.0,,2.0,100.0,,,2642089065,500.0,,,,,2.0,,,,1.0,225000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-inoa-marica-rj-63m2-id-2642089065/,casas,"Rua Oito, 8 - Inoã, Maricá - RJ",-22.920149989855,-42.932439987982
0.0,,70.0,1.0,2.0,,0.0,0.0,2603806134,400.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,326000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-jacaroa-marica-rj-70m2-id-2603806134/,casas,"Rua Cinquenta, 14 - Jacaroá, Maricá - RJ",-22.935490203628,-42.797905216118
,,300.0,,3.0,,,,2557426955,1500.0,,,,,3.0,,,,4.0,780000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-atlantico-central-marica-rj-300m2-id-2557426955/,casas,"Rua Cinquenta e Cinco - Jardim Atlântico Central, Maricá - RJ",-22.954674990479,-42.95143589291
,,240.0,,3.0,,,,2585520943,590.0,,,,,2.0,,,,,420000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-balneario-bambui-marica-rj-240m2-id-2585520943/,casas,"Rua B, 21 - Balneario Bambui, Maricá - RJ",-22.94024929127,-42.753546762597
0.0,,107.0,0.0,3.0,1.0,0.0,1.0,2647318234,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,589060.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-atlantico-central-marica-rj-107m2-id-2647318234/,casas,"Rua Elisa Vieira Veras, 100 - Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
,,92.0,,3.0,520.0,,,2601028157,89.0,,,,,3.0,,,,1.0,485000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-armario-de-cozinha-inoa-marica-rj-92m2-id-2601028157/,casas_de_condominio,"Rua das Margaridas - Inoã, Maricá - RJ",-22.919987260334,-42.930369411613
,,2000.0,,,,,,2552714904,,,,,,,,,,,300000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-vale-da-figueira-marica-rj-2000m2-id-2552714904/,terrenos_lotes_e_condominios,"Vale Da Figueira, Maricá - RJ",-22.90327,-42.71206
,,420.0,,,465.0,,,2643779711,173.0,,,,,,,,,,147059.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ubatiba-marica-rj-420m2-id-2643779711/,terrenos_lotes_e_condominios,"Rodovia Vereador Oldemar Guedes Figueiredo, 2560 - Ubatiba, Maricá - RJ",-22.901282246448,-42.800378448923
0.0,,100.0,0.0,3.0,1.0,0.0,1.0,2647192896,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,559790.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-atlantico-central-marica-rj-100m2-id-2647192896/,casas,"Rua da Paz, 100 - Jardim Atlântico Central, Maricá - RJ",-22.959473281386,-42.961292811028
,,144.0,,2.0,,,,2618772975,,,,,,2.0,,,,1.0,330000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-ubatiba-marica-rj-144m2-id-2618772975/,casas,"Rua José Fortes da Silva, Casa 2 - Ubatiba, Maricá - RJ",-22.88263,-42.79896
0.0,,190.0,0.0,4.0,600.0,0.0,0.0,2573505229,,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,650000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-flamengo-marica-rj-190m2-id-2573505229/,casas,"Avenida Roberto Silveira - Flamengo, Maricá - RJ",-22.906047982789,-42.802840139406
0.0,1.0,100.0,1.0,2.0,380.0,0.0,0.0,2643144309,150.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,470000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-porcelanato-recanto-de-itaipuacu-marica-rj-100m2-id-2643144309/,casas,"Estrada de Itaipuaçu, 4 - Recanto De Itaipuacu, Maricá - RJ",-22.962119981163,-42.991699959613
0.0,,97.0,1.0,2.0,611.0,0.0,0.0,2643782904,124.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,380000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-sao-jose-de-imbassai-marica-rj-97m2-id-2643782904/,casas_de_condominio,"Rua Doutor Creso Ribeiro, 40 - São José de Imbassai, Maricá - RJ",-22.931799745613,-42.897296989643
0.0,,107.0,1.0,1.0,396.0,0.0,0.0,2643784065,50.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,510000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-sao-jose-de-imbassai-marica-rj-107m2-id-2643784065/,casas_de_condominio,"Rua João da Cunha Abreu, 190 - São José de Imbassai, Maricá - RJ",-22.930303069372,-42.890195238961
0.0,,162.0,1.0,2.0,,0.0,0.0,2643781932,150.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,450000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-itapeba-marica-rj-162m2-id-2643781932/,casas,"Rua Um, 1 - Itapeba, Maricá - RJ",-22.911670018412,-42.835560023242
0.0,,130.0,1.0,3.0,396.0,0.0,0.0,2628966427,70.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,485000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-sao-jose-de-imbassai-marica-rj-130m2-id-2628966427/,casas_de_condominio,"Rua João da Cunha Abreu - São José de Imbassai, Maricá - RJ",-22.926189635536,-42.889363534921
0.0,,100.0,0.0,3.0,,0.0,0.0,2644949195,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,650000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-itaipuacu-marica-rj-100m2-id-2644949195/,casas,"Rua A, 55 - Itaipuaçú, Maricá - RJ",-22.971586479362,-43.015070406251
0.0,,95.0,1.0,2.0,150.0,0.0,0.0,2627149544,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,280000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-servico-sao-bento-da-lagoa-marica-rj-95m2-id-2627149544/,apartamentos,"Rua Nossa Senhora da Paz, 100 - São Bento da Lagoa, Maricá - RJ",-22.964367327734,-42.988696266957
,,360.0,,,,,,2568629975,,,,,,,,,,,320000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-chacaras-de-inoa-marica-rj-360m2-id-2568629975/,terrenos_lotes_e_condominios,"Avenida Gilberto Carvalho, 102 - Chácaras De Inoã, Maricá - RJ",-22.908479991792,-42.944329969093
0.0,,85.0,0.0,3.0,1.0,0.0,1.0,2634184401,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,399840.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-atlantico-leste-itaipuacu-marica-rj-85m2-id-2634184401/,casas,"Rua Nossa Senhora da Conceição, 100 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.964367327734,-42.988696266957
0.0,,140.0,1.0,1.0,,0.0,0.0,2643782537,450.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,460000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-ar-condicionado-praia-de-itaipuacu-itaipuacu-marica-rj-140m2-id-2643782537/,casas,"Rua Nossa Senhora de Lourdes, 816 - Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.966055012292,-42.994145002679
,,240.0,,,250.0,,,2561652238,55.0,,,,,,,,,,99000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ubatiba-marica-rj-240m2-id-2561652238/,terrenos_lotes_e_condominios,"Ubatiba, Maricá - RJ",-22.88263,-42.79896
0.0,,360.0,1.0,1.0,,0.0,0.0,2616488021,200.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,550000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-area-de-servico-itaipuacu-marica-rj-360m2-id-2616488021/,casas,"Rua Professor Cardoso de Menezes - Itaipuaçú, Maricá - RJ",-22.962075706946,-42.962548348662
,,500.0,,1.0,,,,2636396033,,,,,,3.0,,,,,590000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-atlantico-oeste-marica-rj-500m2-id-2636396033/,casas,"Rua dos Colibris - Jardim Atlântico Oeste, Maricá - RJ",-22.952400193963,-42.963644969804
0.0,1.0,96.0,0.0,1.0,280.0,0.0,0.0,2626190869,200.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,450000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-itabepa-marica-rj-96m2-id-2626190869/,casas_de_condominio,"Estrada Henfil, 38 - Itabepa, Maricá - RJ",-22.847780723923,-43.488730165568
0.0,,240.0,0.0,4.0,,0.0,1.0,2641868767,,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,,950000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-cajueiro-marica-rj-240m2-id-2641868767/,casas_de_condominio,"Estrada Oscar Vieira da Costa Júnior, 21 - Cajueiro, Maricá - RJ",-22.940529965192,-42.932364141791
,,398.0,,,,,,2634811330,,,,,,,,,,,139415.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ubatiba-marica-rj-398m2-id-2634811330/,terrenos_lotes_e_condominios,"Rodovia Vereador Oldemar Guedes Figueiredo, 2560 - Ubatiba, Maricá - RJ",-22.901282246448,-42.800378448923
,2.0,85.0,,2.0,,,,2610508383,,,,,,2.0,,,,1.0,320000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-atlantico-marica-rj-85m2-id-2610508383/,casas,"Rua Um, 10000 - Jardim Atlântico, Maricá - RJ",-22.953269914005,-42.96221566572
0.0,,135.0,1.0,3.0,,0.0,0.0,2555100977,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,360000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-sao-jose-de-imbassai-marica-rj-135m2-id-2555100977/,casas,"Rua das Rosas - São José de Imbassai, Maricá - RJ",-22.932187772618,-42.88692257621
0.0,,106.0,0.0,3.0,,0.0,0.0,2644947728,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,670000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-gourmet-jardim-atlantico-leste-itaipuacu-marica-rj-106m2-id-2644947728/,casas,"Rua Clemente Paulo, 15 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96667,-43.01667
0.0,,90.0,0.0,3.0,,0.0,1.0,2649087513,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,320000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-sao-bento-da-lagoa-marica-rj-90m2-id-2649087513/,casas,"São Bento da Lagoa, Maricá - RJ",-22.95826499721,-42.996829977723
0.0,,71.0,1.0,2.0,,0.0,0.0,2647957271,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,310000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-manu-manuela-marica-rj-71m2-id-2647957271/,casas,"Rua Doze, 279 - Manu Manuela, Maricá - RJ",-22.919801117945,-42.945670112948
,,370.0,,,600.0,,,2620305231,130.0,,,,,,,,,,190000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-370m2-id-2620305231/,terrenos_lotes_e_condominios,"Rodovia Ernani do Amaral Peixoto - Inoã, Maricá - RJ",-22.935670776907,-42.908172266608
,,3870.0,,,,,,2568627881,,,,,,,,,,,120000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-santa-paula-inoa-marica-rj-3870m2-id-2568627881/,terrenos_lotes_e_condominios,"Rua Valdemar Mota, 27 - Santa Paula Inoa, Maricá - RJ",-22.91365,-42.92992
1.0,,104.0,0.0,3.0,,0.0,1.0,2644946251,,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,560000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-pindobas-marica-rj-104m2-id-2644946251/,casas,"Estrada Henfil, 2206 - Pindobas, Maricá - RJ",-22.89473,-42.83096
,,240.0,,3.0,,,,2649091860,,,,,,3.0,,,,,529000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-parque-nanci-marica-rj-240m2-id-2649091860/,casas,"Rua das Amendoeiras, 455 - Parque Nanci, Maricá - RJ",-22.90974821958,-42.816662516324
,,362.0,,,450.0,,,2629804473,,,,,,,,,,,115000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ubatiba-marica-rj-362m2-id-2629804473/,terrenos_lotes_e_condominios,"Rodovia Vereador Oldemar Guedes Figueiredo, 20 - Ubatiba, Maricá - RJ",-22.902728302828,-42.801098944007
0.0,,450.0,0.0,2.0,,0.0,1.0,2582663091,600.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,350000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jacone-marica-rj-450m2-id-2582663091/,casas,"Rua Sete, 100 - Jaconé, Maricá - RJ",-22.93476999874,-42.655034993149
0.0,1.0,76.0,1.0,2.0,,0.0,0.0,2622795256,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,440000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-barroco-marica-rj-76m2-id-2622795256/,casas,"Rua São Geraldo, 8 - Barroco, Maricá - RJ",-22.95976,-42.98378
,,200.0,,5.0,,,,2610331781,660.0,,,,,3.0,,,,5.0,549000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-condado-de-marica-marica-rj-200m2-id-2610331781/,casas,"Rodovia Ernani do Amaral Peixoto - Condado de Maricá, Maricá - RJ",-22.902601824965,-42.796609097883
0.0,,135.0,1.0,2.0,,0.0,0.0,2643783105,900.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,465000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-jardim-atlantico-central-marica-rj-135m2-id-2643783105/,casas,"Rua Vereador Tuninho do Birinigth, 48 - Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
0.0,,120.0,1.0,3.0,,0.0,0.0,2600804781,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,570000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-itaipuacu-marica-rj-120m2-id-2600804781/,casas,"Rua A, 18 - Itaipuaçú, Maricá - RJ",-22.971990007428,-43.01528998791
,,360.0,,,450.0,,,2573197542,,,,,,,,,,,99000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-caxito-marica-rj-360m2-id-2573197542/,terrenos_lotes_e_condominios,"Avenida Nova Friburgo, 540 - Caxito, Maricá - RJ",-22.87954148328,-42.802350089073
0.0,,120.0,1.0,3.0,,0.0,0.0,2643782148,150.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,430000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-com-churrasqueira-itaocaia-valley-marica-rj-120m2-id-2643782148/,casas,"Rua Ubirajara, 88 - Itaocaia Valley, Maricá - RJ",-22.930088986685,-42.967750947414
,,95.0,,2.0,,,,2580728275,,,,,,2.0,,,,1.0,390000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-varanda-jardim-atlantico-oeste-marica-rj-95m2-id-2580728275/,casas,"Rua João Goulart - Jardim Atlântico Oeste, Maricá - RJ",-22.96347,-42.97024
0.0,,100.0,1.0,3.0,,0.0,0.0,2643780320,94.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,500000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-mobiliado-jardim-atlantico-leste-itaipuacu-marica-rj-100m2-id-2643780320/,casas,"Avenida Jardel Filho, 2 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.959486731724,-42.975471516409
,,90.0,,2.0,200.0,,,2648292657,510.0,,,,,3.0,,,,1.0,350000.0,,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-itaipuacu-marica-rj-90m2-id-2648292657/,coberturas,"Rua Nossa Senhora da Conceição - Itaipuaçú, Maricá - RJ",-22.96371007938,-42.98875596374
,1.0,118.0,,3.0,,,,2578762852,50.0,,,,,4.0,,,,2.0,570000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-praia-de-itaipuacu-itaipuacu-marica-rj-118m2-id-2578762852/,casas,"Rua Costa do Sol, 0 - Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.96323998391,-42.989659972018
0.0,,90.0,1.0,3.0,,0.0,0.0,2643782910,150.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,430000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-cordeirinho-marica-rj-90m2-id-2643782910/,casas,"Rua Oitenta e Nove, 313 - Cordeirinho, Maricá - RJ",-22.941170530842,-42.753742222914
,,180.0,,1.0,60.0,,,2609573413,45.0,,,,,2.0,,,,2.0,370000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-rincao-mimoso-itaipuacu-marica-rj-180m2-id-2609573413/,casas_de_condominio,"Rincao Mimoso Itaipuacu, Maricá - RJ",-22.94755,-42.97539
0.0,1.0,75.0,1.0,3.0,,0.0,0.0,2625663463,547.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,450000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-atlantico-leste-itaipuacu-marica-rj-75m2-id-2625663463/,casas,"Avenida Jardel Filho, 1 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.956680000274,-42.965069982673
,,1600.0,,,,,,2556660770,307.0,,,,,,,,,,200000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-chacaras-de-inoa-marica-rj-1600m2-id-2556660770/,terrenos_lotes_e_condominios,"Rua Kawan - Chácaras De Inoã, Maricá - RJ",-22.92891,-42.94632
0.0,,340.0,1.0,2.0,,0.0,0.0,2633279492,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,350000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-itaocaia-valley-marica-rj-340m2-id-2633279492/,casas,"Avenida Itaocaia, 5 - Itaocaia Valley, Maricá - RJ",-22.929588841917,-42.96828205038
,,100.0,,3.0,,,,2619524534,450.0,,,,,3.0,,,,2.0,520000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-praia-de-itaipuacu-itaipuacu-marica-rj-100m2-id-2619524534/,casas,"Rua Dezessete de Novembro, 36 - Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.964002382013,-42.994970722815
0.0,,100.0,1.0,2.0,,0.0,0.0,2643780665,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,525000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-itaipuacu-marica-rj-100m2-id-2643780665/,casas,"Rua Laura Rafanelli, 6 - Itaipuaçú, Maricá - RJ",-22.96667,-43.01667
,,858.0,,,,,,2451753178,,,,,,,,,,,145000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-espraiado-marica-rj-858m2-id-2451753178/,terrenos_lotes_e_condominios,"Espraiado, Maricá - RJ",-22.90278,-42.72823
0.0,,89.0,1.0,2.0,,0.0,0.0,2552970903,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,395000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-barroco-marica-rj-89m2-id-2552970903/,casas,"Rua São Geraldo - Barroco, Maricá - RJ",-22.95976,-42.98378
,,1200.0,,,,,,2627151975,40.0,,,,,,,,,,550000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-praia-de-itaipuacu-itaipuacu-marica-rj-1200m2-id-2627151975/,terrenos_lotes_e_condominios,"Avenida do Canal, 100 - Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.967396074865,-43.004513556986
,,80.0,,2.0,,,,2642019863,500.0,,,,,2.0,,,,1.0,320000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-sao-jose-de-imbassai-marica-rj-80m2-id-2642019863/,casas,"Rua B, 1 - São José de Imbassai, Maricá - RJ",-22.934998574776,-42.891718088191
,,74.0,,2.0,1.0,,,2647303007,1.0,,,,,3.0,,,,2.0,389630.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-sao-jose-de-imbassai-marica-rj-74m2-id-2647303007/,casas,"Rua Nove, 100 - São José de Imbassai, Maricá - RJ",-22.925150004646,-42.882800010444
0.0,,240.0,1.0,2.0,,0.0,0.0,2621812113,200.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,420000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-itaipuacu-marica-rj-240m2-id-2621812113/,casas,"Rua Professor Cardoso de Menezes - Itaipuaçú, Maricá - RJ",-22.962075706946,-42.962548348662
,,2400.0,,,,,,2620471728,,,,,,,,,,,250000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-chacaras-de-inoa-marica-rj-2400m2-id-2620471728/,terrenos_lotes_e_condominios,"Rua A - Chácaras De Inoã, Maricá - RJ",-22.924172728946,-42.929491863878
,,376.0,,,520.0,,,2643780832,185.0,,,,,,,,,,195000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-376m2-id-2643780832/,terrenos_lotes_e_condominios,"Rodovia Ernani do Amaral Peixoto - Inoã, Maricá - RJ",-22.935670776907,-42.908172266608
,,100.0,,2.0,,,,2593453361,,,,,,3.0,,,,2.0,560000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-atlantico-leste-marica-rj-100m2-id-2593453361/,casas,"Jardim Atlântico Leste, Maricá - RJ",-22.96694,-42.92304
0.0,,150.0,1.0,2.0,,0.0,0.0,2643782306,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,315000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-com-cozinha-balneario-bambui-marica-rj-150m2-id-2643782306/,casas,"Rua Teófilo Nunes Silva, 5 - Balneario Bambui, Maricá - RJ",-22.94093,-42.74812
,,370.0,,,600.0,,,2643781502,,,,,,,,,,,195000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-370m2-id-2643781502/,terrenos_lotes_e_condominios,"Rodovia Ernani do Amaral Peixoto, 15393 - Inoã, Maricá - RJ",-22.935670776907,-42.908172266608
,,462.0,,,270.0,,,2568630504,650.0,,,,,,,,,,120000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-retiro-marica-rj-462m2-id-2568630504/,terrenos_lotes_e_condominios,"Estrada do Retiro, 1801 - Retiro, Maricá - RJ",-22.911399912355,-42.867099721508
0.0,,300.0,1.0,1.0,,0.0,0.0,2616492114,200.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,550000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-itaipuacu-marica-rj-300m2-id-2616492114/,casas,"Rua Professor Cardoso de Menezes - Itaipuaçú, Maricá - RJ",-22.962075706946,-42.962548348662
0.0,,100.0,0.0,3.0,1.0,0.0,1.0,2647302726,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,519530.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-praia-de-itaipuacu-itaipuacu-marica-rj-100m2-id-2647302726/,casas,"Rua Dezessete de Novembro, 100 - Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.959070442658,-42.994957806311
