"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
1,4,96,1,3,775,1,1,2493665883,NA,1,1,1,1,3,1,1,0,2,460000,0,"Rua da Lagosta, 466 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ponta-negra-natal-rn-96m2-id-2493665883/",-5.885580003208,-35.177699977149
NA,NA,54,NA,1,NA,NA,NA,2568430093,NA,NA,NA,NA,NA,2,NA,NA,NA,1,316274,NA,"Nossa Senhora de Nazaré, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-nossa-senhora-de-nazare-natal-rn-54m2-id-2568430093/",-5.8166,-35.23214
0,NA,48,0,1,315,1,1,2565963681,1000,0,0,0,0,2,0,0,0,1,110000,0,"Rua Getúlio Lopes de Araújo, 353 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-ponta-negra-natal-rn-48m2-id-2565963681/",-5.880470017847,-35.196070007605
0,3,51,1,2,700,1,0,2643763190,1400,1,0,1,0,1,0,0,0,1,395000,0,"Avenida Engenheiro Roberto Freire, 4044 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-ponta-negra-natal-rn-51m2-id-2643763190/",-5.873020014666,-35.180140032983
0,7,58,1,2,480,1,1,2632974269,140,0,0,0,0,2,1,0,0,1,235000,0,"Rua Felipe Camarão - Ribeira, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-ribeira-natal-rn-58m2-id-2632974269/",-5.781755403655,-35.203188813193
0,NA,93,1,1,NA,1,0,2610227077,NA,1,0,1,0,3,1,0,0,2,540000,0,"Avenida das Conchas, 2179 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ponta-negra-natal-rn-93m2-id-2610227077/",-5.880369979832,-35.177000004415
0,1,56,0,1,1,0,1,2649664517,1,1,1,0,0,2,0,0,0,1,95000,0,"Rua Paracati, 85 - Planalto, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-planalto-natal-rn-56m2-id-2649664517/",-5.846049983914,-35.245670003465
1,NA,56,0,2,635,1,0,2612588379,2300,1,0,0,0,2,1,1,0,1,450000,0,"Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-56m2-id-2612588379/",-5.880235018587,-35.173251247274
1,NA,60,1,2,504,1,0,2651186955,1633,0,0,0,0,2,0,0,0,1,289900,0,"Rua Ferro Cardoso, 148 - Rocas, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-rocas-natal-rn-60m2-id-2651186955/",-5.777780480057,-35.200646795537
0,NA,75,0,3,400,1,0,2577481588,1,0,0,1,0,3,0,0,0,1,240001,0,"Rua Feliciano Dias - Praia do Meio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-praia-do-meio-natal-rn-75m2-id-2577481588/",-5.775330001849,-35.196599995343
1,12,57,0,2,538,1,1,2645200506,NA,1,1,1,1,2,1,1,0,1,260000,1,"Rua das Perdizes, 7979 - Pitimbu, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-pitimbu-natal-rn-57m2-id-2645200506/",-5.874380020366,-35.224579961609
NA,6,40,NA,1,416,NA,NA,2591441014,1300,NA,NA,NA,NA,1,NA,NA,NA,1,375000,NA,"Avenida Estrela do Mar, 2147 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-ponta-negra-natal-rn-40m2-id-2591441014/",-5.878589998874,-35.177309967194
0,NA,44,0,1,NA,1,0,2656888290,NA,1,0,0,0,1,0,0,0,1,281450,0,"Avenida Nevaldo Rocha - Tirol, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-tirol-natal-rn-44m2-id-2656888290/",-5.80057,-35.20073
1,NA,78,0,3,681,1,1,2652475637,977,1,1,0,1,3,0,0,0,2,360000,0,"Avenida Amintas Barros, 1480 - Nossa Senhora de Nazaré, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-nossa-senhora-de-nazare-natal-rn-78m2-id-2652475637/",-5.813629997807,-35.228030036775
NA,NA,150,NA,1,NA,NA,NA,2644020197,NA,NA,NA,NA,NA,3,NA,NA,NA,2,399000,NA,"Avenida Governador Tarcísio de Vasconcelos Maia, 2159 - Candelária, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-candelaria-natal-rn-150m2-id-2644020197/",-5.848659982834,-35.211630005022
0,11,165,0,2,1175,1,1,2647132058,3900,1,0,1,1,3,1,0,0,2,495000,0,"Avenida Nilo Peçanha, 301 - Petrópolis, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-petropolis-natal-rn-165m2-id-2647132058/",-5.782900012928,-35.198899989575
