"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
0,NA,250,1,2,NA,0,0,2648215282,NA,1,0,0,0,2,0,0,0,4,4e+05,0,"Avenida Décima Nona, 1145 - Marabaixo, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-marabaixo-macapa-ap-250m2-id-2648215282/",-0.037513928689,-51.116036736419
0,NA,198,1,4,NA,0,0,2633260048,NA,0,0,0,0,3,0,0,0,NA,460000,0,"Avenida Padre Ângelo Biraghi, 1226 - Congós, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-congos-macapa-ap-198m2-id-2633260048/",0.011278791782,-51.089683067304
NA,NA,NA,NA,NA,NA,NA,NA,2648799467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65000,NA,"Avenida Euripedes Afonso Rodrigues, SN - Fazendinha, Macapá - AP","terrenos_e_lotes_comerciais","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-comercial-fazendinha-macapa-ap-id-2648799467/",-0.039832512571,-51.112471333255
NA,NA,200,NA,3,260,NA,NA,2619283024,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,650000,NA,"Avenida Itália, 533 - São José, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-sao-jose-macapa-ap-200m2-id-2619283024/",0.023754454272,-51.148959764544
0,NA,11,1,2,NA,0,0,2648215279,NA,0,0,0,0,2,0,0,0,1,270000,0,"Avenida Vinte e Dois de Julho, 892 - Novo Buritizal, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-novo-buritizal-macapa-ap-11m2-id-2648215279/",0.011404298524,-51.076309938675
0,NA,105,1,3,NA,0,0,2556635876,NA,0,0,0,0,3,0,0,0,3,1200000,0,"Avenida Henrique Galúcio, 10 - Santa Rita, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-area-de-servico-santa-rita-macapa-ap-105m2-id-2556635876/",0.032232517297,-51.0741801735
0,1,200,0,3,NA,0,0,2603904991,NA,0,0,0,0,4,0,0,0,3,5e+05,1,"Avenida Almirante Barroso, 3033 - Alvorada, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-alvorada-macapa-ap-200m2-id-2603904991/",0.038200020808,-51.084529986179
NA,1,200,NA,6,NA,NA,NA,2607771984,NA,NA,NA,NA,NA,6,NA,NA,NA,6,220000,NA,"Avenida Francisco Torquato de Araújo, 1206 - Congós, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-6-quartos-com-andar-inteiro-congos-macapa-ap-200m2-id-2607771984/",0.012193372255,-51.091093602239
NA,NA,200,NA,2,NA,NA,NA,2556288181,500,NA,NA,NA,NA,3,NA,NA,NA,NA,2e+05,NA,"Rua Luis Azarias Neto, 1000 - Zerão, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-zerao-macapa-ap-200m2-id-2556288181/",-1.1507888e-05,-51.095657261401
NA,NA,146,NA,3,NA,NA,NA,2651877758,600,NA,NA,NA,NA,2,NA,NA,NA,3,594000,NA,"Alameda Alexandrina, 121 - Jardim Marco Zero, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-mobiliado-jardim-marco-zero-macapa-ap-146m2-id-2651877758/",0.0024,-51.07889
NA,NA,150,NA,3,NA,NA,NA,2628823660,900,NA,NA,NA,NA,3,NA,NA,NA,2,280000,NA,"Vila Montese, 78 - Central, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-central-macapa-ap-150m2-id-2628823660/",0.033760000967,-51.065659975198
NA,NA,120,NA,2,NA,NA,NA,2493275309,170,NA,NA,NA,NA,3,NA,NA,NA,6,380000,NA,"Rua Vicente Raimundo Alves, 1270 - Universidade, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-universidade-macapa-ap-120m2-id-2493275309/",-0.008917221915,-51.102755134096
0,1,150,0,3,NA,0,0,2636728085,2,0,0,0,0,3,0,0,0,NA,3e+05,1,"Avenida Wilson Carvalho, 1323 - Jardim Equatorial, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-equatorial-macapa-ap-150m2-id-2636728085/",-0.004149766971,-51.099593274212
0,NA,360,1,2,NA,0,0,2618766457,NA,0,0,0,0,2,0,0,0,1,180000,0,"Avenida Raimundo Caxias de Souza, 1380 - Congós, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-congos-macapa-ap-360m2-id-2618766457/",0.008869981397,-51.093059997583
0,NA,140,0,3,NA,0,1,2556116063,NA,1,0,0,0,2,0,0,0,1,250000,1,"Rua Yasmin dos Santos Brito - Infraero, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-infraero-macapa-ap-140m2-id-2556116063/",0.070940827237,-51.090027580391
0,NA,711,1,2,NA,0,0,2618767336,NA,0,0,0,0,2,0,0,0,2,180000,0,"Avenida Bananal, 1551 - Brasil Novo, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-brasil-novo-macapa-ap-711m2-id-2618767336/",0.090769373956,-51.088659471268
