"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
0,NA,412,0,7,600,0,1,2642759065,800,1,0,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2642759065/",-2.47975864141,-44.211260753471
NA,NA,5000,NA,NA,NA,NA,NA,2611027975,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e+05,NA,"São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-jose-de-ribamar-ma-5000m2-id-2611027975/",-2.55002,-44.06755
0,NA,412,0,7,600,0,1,2635597184,800,1,0,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2635597184/",-2.47975864141,-44.211260753471
0,NA,240,1,5,NA,0,0,2581548364,100,0,0,0,0,4,0,0,5,2300022,1,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-seguranca-interna-aracagy-sao-jose-de-ribamar-ma-240m2-id-2581548364/",-2.47975864141,-44.211260753471
NA,NA,108,NA,2,1,NA,NA,2643784674,1,NA,NA,NA,NA,2,NA,NA,1,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2643784674/",-2.47975864141,-44.211260753471
0,1,400,0,5,NA,0,1,2639323328,800,1,0,1,0,4,0,0,10,1200000,0,"Centro, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-mobiliado-centro-sao-jose-de-ribamar-ma-400m2-id-2639323328/",-2.56098,-44.05524
0,NA,412,0,8,600,0,1,2640193884,800,1,0,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2640193884/",-2.47975864141,-44.211260753471
0,NA,300,0,5,NA,0,0,2604868590,NA,0,1,0,1,4,0,0,3,1200000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-mobiliado-aracagy-sao-jose-de-ribamar-ma-300m2-id-2604868590/",-2.47975864141,-44.211260753471
NA,NA,108,NA,2,NA,NA,NA,2643777978,NA,NA,NA,NA,NA,2,NA,NA,1,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2643777978/",-2.47975864141,-44.211260753471
0,NA,412,0,7,600,0,1,2644756605,800,1,1,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2644756605/",-2.47975864141,-44.211260753471
NA,NA,108,NA,2,1,NA,NA,2643777307,1,NA,NA,NA,NA,2,NA,NA,1,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2643777307/",-2.47975864141,-44.211260753471
NA,NA,200,NA,3,NA,NA,NA,88054643,NA,NA,NA,NA,NA,5,NA,NA,NA,360000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-aracagy-sao-jose-de-ribamar-ma-200m2-id-88054643/",-2.47975864141,-44.211260753471
NA,NA,57,NA,2,NA,NA,NA,2646287974,NA,NA,NA,NA,NA,2,NA,NA,1,215000,NA,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-aracagy-sao-jose-de-ribamar-ma-57m2-id-2646287974/",-2.47975864141,-44.211260753471
NA,NA,108,NA,2,1,NA,NA,2643781076,1,NA,NA,NA,NA,2,NA,NA,1,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2643781076/",-2.47975864141,-44.211260753471
NA,NA,108,NA,2,NA,NA,NA,2643779075,NA,NA,NA,NA,NA,2,NA,NA,1,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2643779075/",-2.47975864141,-44.211260753471
0,NA,412,0,7,600,0,0,2639969958,800,1,0,1,0,6,0,0,8,1800000,0,"rua 7 aracagy, 1 - Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2639969958/",-2.54431397448,-44.198554151897
0,NA,412,0,7,600,0,1,2638551962,800,1,0,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2638551962/",-2.47975864141,-44.211260753471
0,NA,412,0,7,600,0,1,2638551962,800,1,0,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2638551962/",-2.47975864141,-44.211260753471
NA,NA,108,NA,2,1,NA,NA,2643780187,1,NA,NA,NA,NA,2,NA,NA,1,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2643780187/",-2.47975864141,-44.211260753471
0,NA,412,0,7,600,0,1,2643103133,800,1,1,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2643103133/",-2.47975864141,-44.211260753471
1,NA,430,1,5,1,0,1,2596590534,1,1,1,1,1,4,1,1,4,3700000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-430m2-id-2596590534/",-2.47975864141,-44.211260753471
1,NA,180,0,3,NA,0,1,2645734758,NA,1,1,1,1,3,0,0,4,1900000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-180m2-id-2645734758/",-2.47975864141,-44.211260753471
1,NA,250,0,4,450,0,1,2567018679,NA,1,1,1,1,4,0,0,6,1900000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-250m2-id-2567018679/",-2.47975864141,-44.211260753471
NA,NA,150,NA,4,NA,NA,NA,2618324736,NA,NA,NA,NA,NA,3,NA,NA,2,520000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-150m2-id-2618324736/",-2.47975864141,-44.211260753471
NA,NA,108,NA,2,1,NA,NA,2643777924,1,NA,NA,NA,NA,2,NA,NA,1,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2643777924/",-2.47975864141,-44.211260753471
0,NA,412,0,7,600,0,1,2638298353,800,1,0,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2638298353/",-2.47975864141,-44.211260753471
NA,NA,40,NA,1,1,NA,NA,2646664560,1,NA,NA,NA,NA,2,NA,NA,1,172411,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646664560/",-2.55002,-44.06755
NA,NA,270,NA,4,NA,NA,NA,2626970099,NA,NA,NA,NA,NA,4,NA,NA,2,1900000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-aracagy-sao-jose-de-ribamar-ma-270m2-id-2626970099/",-2.47975864141,-44.211260753471
0,NA,412,0,7,600,0,1,2641396989,800,1,0,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2641396989/",-2.47975864141,-44.211260753471
NA,NA,30000,NA,NA,NA,NA,NA,2596541264,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e+06,NA,"Araçagy, São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aracagy-sao-jose-de-ribamar-ma-30000m2-id-2596541264/",-2.47975864141,-44.211260753471
NA,NA,208,NA,20,1,NA,NA,2645576491,1,NA,NA,NA,NA,3,NA,NA,NA,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-aracagy-sao-jose-de-ribamar-ma-208m2-id-2645576491/",-2.47975864141,-44.211260753471
NA,NA,427,NA,5,NA,NA,NA,2627979710,NA,NA,NA,NA,NA,4,NA,NA,4,2800000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-aracagy-sao-jose-de-ribamar-ma-427m2-id-2627979710/",-2.47975864141,-44.211260753471
1,2,303,0,5,700,0,1,2629727298,NA,1,1,1,1,4,0,1,4,2900000,1,"Avenida Conselheiro Hílton Rodrigues, 10 - Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-303m2-id-2629727298/",-2.480825720141,-44.213097926542
0,NA,41,0,1,1,0,0,2646443953,1,0,0,1,0,2,0,0,1,170500,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-lazer-vila-picarreira-sao-jose-de-ribamar-ma-41m2-id-2646443953/",-2.548115424891,-44.106867561911
NA,NA,300,NA,3,NA,NA,NA,2640177215,NA,NA,NA,NA,NA,3,NA,NA,4,880000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-300m2-id-2640177215/",-2.47975864141,-44.211260753471
1,NA,41,0,1,1,0,0,2646508788,1,0,0,1,1,2,0,0,NA,173900,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-picarreira-sao-jose-de-ribamar-ma-41m2-id-2646508788/",-2.548115424891,-44.106867561911
NA,NA,450,NA,NA,NA,NA,NA,2575656483,NA,NA,NA,NA,NA,NA,NA,NA,NA,490000,NA,"Araçagy, São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aracagy-sao-jose-de-ribamar-ma-450m2-id-2575656483/",-2.47975864141,-44.211260753471
NA,NA,40,NA,1,1,NA,NA,2646695799,1,NA,NA,NA,NA,2,NA,NA,1,172402,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646695799/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2646698266,1,NA,NA,NA,NA,2,NA,NA,1,172411,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646698266/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2646499950,1,NA,NA,NA,NA,2,NA,NA,1,172406,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646499950/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2646502360,1,NA,NA,NA,NA,2,NA,NA,1,172407,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646502360/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2646501449,1,NA,NA,NA,NA,2,NA,NA,1,172410,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646501449/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2646106483,1,NA,NA,NA,NA,2,NA,NA,1,172403,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646106483/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2646106400,1,NA,NA,NA,NA,2,NA,NA,1,172402,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646106400/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2646107872,1,NA,NA,NA,NA,2,NA,NA,1,172405,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646107872/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645205054,1,NA,NA,NA,NA,2,NA,NA,1,172910,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645205054/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645200020,1,NA,NA,NA,NA,2,NA,NA,1,172406,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645200020/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645207061,1,NA,NA,NA,NA,2,NA,NA,1,172418,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645207061/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645205973,1,NA,NA,NA,NA,2,NA,NA,1,172414,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645205973/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645202744,1,NA,NA,NA,NA,2,NA,NA,1,172408,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645202744/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645204274,1,NA,NA,NA,NA,2,NA,NA,1,172412,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645204274/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645007757,1,NA,NA,NA,NA,2,NA,NA,1,172411,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645007757/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645006154,1,NA,NA,NA,NA,2,NA,NA,1,172404,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645006154/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645005875,1,NA,NA,NA,NA,2,NA,NA,1,172409,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645005875/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645005880,1,NA,NA,NA,NA,2,NA,NA,1,172409,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645005880/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645018653,1,NA,NA,NA,NA,2,NA,NA,1,172910,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645018653/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2645016089,1,NA,NA,NA,NA,2,NA,NA,1,172905,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2645016089/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2643760646,1,NA,NA,NA,NA,2,NA,NA,1,172910,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2643760646/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2643492305,1,NA,NA,NA,NA,2,NA,NA,1,172904,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2643492305/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2644815462,1,NA,NA,NA,NA,2,NA,NA,1,172409,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2644815462/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2644813474,1,NA,NA,NA,NA,2,NA,NA,1,172407,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2644813474/",-2.55002,-44.06755
NA,NA,40,NA,1,1,NA,NA,2646695320,1,NA,NA,NA,NA,2,NA,NA,1,172413,NA,"Forquilha, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-forquilha-sao-jose-de-ribamar-ma-40m2-id-2646695320/",-2.55002,-44.06755
NA,NA,108,NA,2,1,NA,NA,2643777224,1,NA,NA,NA,NA,2,NA,NA,1,499000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-aracagy-sao-jose-de-ribamar-ma-108m2-id-2643777224/",-2.47975864141,-44.211260753471
0,NA,120,0,2,NA,0,0,2647038862,NA,0,0,1,0,3,0,0,2,480000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-120m2-id-2647038862/",-2.47975864141,-44.211260753471
NA,NA,300,NA,3,NA,NA,NA,2639129088,NA,NA,NA,NA,NA,3,NA,NA,4,880000,NA,"Araçagy, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-aracagy-sao-jose-de-ribamar-ma-300m2-id-2639129088/",-2.47975864141,-44.211260753471
0,NA,267,1,2,NA,0,0,2569344411,NA,0,0,0,0,2,0,0,NA,4e+05,0,"Avenida Panaquatira - São José de Ribamar - MA","fazendas_sitios_e_chacaras","https://www.zapimoveis.com.br/imovel/venda-fazenda-sitio-chacara-2-quartos-com-churrasqueira-sao-jose-de-ribamar-ma-267m2-id-2569344411/",-2.54291225536,-44.066508338343
1,NA,295,0,6,NA,0,1,2645534717,NA,1,1,1,1,4,0,0,4,3500000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-295m2-id-2645534717/",-2.47975864141,-44.211260753471
0,NA,412,0,7,600,0,1,2644953300,800,1,1,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2644953300/",-2.47975864141,-44.211260753471
NA,NA,170,NA,5,NA,NA,NA,2626869922,NA,NA,NA,NA,NA,4,NA,NA,2,790000,NA,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-aracagy-sao-jose-de-ribamar-ma-170m2-id-2626869922/",-2.47975864141,-44.211260753471
NA,NA,300,NA,3,NA,NA,NA,2640256164,NA,NA,NA,NA,NA,3,NA,NA,4,880000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-300m2-id-2640256164/",-2.47975864141,-44.211260753471
0,NA,292,1,2,NA,0,0,2611525670,NA,0,0,0,0,5,0,0,8,1900000,0,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-area-de-servico-aracagy-sao-jose-de-ribamar-ma-292m2-id-2611525670/",-2.47975864141,-44.211260753471
0,NA,300,0,1,NA,0,1,2638386422,NA,0,1,1,0,4,0,0,2,1950000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-acesso-24-horas-aracagy-sao-jose-de-ribamar-ma-300m2-id-2638386422/",-2.47975864141,-44.211260753471
0,NA,412,0,7,600,0,1,2642720244,800,1,1,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2642720244/",-2.47975864141,-44.211260753471
0,NA,412,0,7,600,0,0,2631698229,800,1,0,1,0,6,0,0,8,1800000,0,"Araçagy, São José de Ribamar - MA","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-piscina-aracagy-sao-jose-de-ribamar-ma-412m2-id-2631698229/",-2.47975864141,-44.211260753471
NA,NA,150,NA,4,NA,NA,NA,2618232251,NA,NA,NA,NA,NA,3,NA,NA,2,520000,NA,"Araçagy, São José de Ribamar - MA","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aracagy-sao-jose-de-ribamar-ma-150m2-id-2618232251/",-2.47975864141,-44.211260753471
0,NA,300,1,1,NA,0,0,2562414430,NA,0,0,0,0,2,0,0,20,4e+05,0,"São José de Ribamar - MA","fazendas_sitios_e_chacaras","https://www.zapimoveis.com.br/imovel/venda-fazenda-sitio-chacara-2-quartos-com-area-de-servico-sao-jose-de-ribamar-ma-300m2-id-2562414430/",-2.55002,-44.06755
NA,NA,10,NA,NA,NA,NA,NA,2633668454,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900000,NA,"São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-jose-de-ribamar-ma-10m2-id-2633668454/",-2.55002,-44.06755
NA,NA,10,NA,NA,NA,NA,NA,2633668454,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900000,NA,"São José de Ribamar - MA","terrenos_lotes_e_condominios","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-jose-de-ribamar-ma-10m2-id-2633668454/",-2.55002,-44.06755
1,NA,41,0,1,1,0,0,2646500684,1,0,0,1,1,2,0,0,NA,173900,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-picarreira-sao-jose-de-ribamar-ma-41m2-id-2646500684/",-2.548115424891,-44.106867561911
1,NA,41,0,1,1,0,0,2646501154,1,0,0,1,0,2,0,0,NA,173900,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-picarreira-sao-jose-de-ribamar-ma-41m2-id-2646501154/",-2.548115424891,-44.106867561911
1,NA,41,0,1,1,0,0,2646502204,1,0,0,1,1,2,0,0,NA,173900,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-picarreira-sao-jose-de-ribamar-ma-41m2-id-2646502204/",-2.548115424891,-44.106867561911
1,NA,41,0,1,1,0,0,2646505544,1,0,0,1,1,2,0,0,NA,173900,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-picarreira-sao-jose-de-ribamar-ma-41m2-id-2646505544/",-2.548115424891,-44.106867561911
1,NA,41,0,1,1,0,0,2646504193,1,0,0,1,1,2,0,0,NA,173900,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-picarreira-sao-jose-de-ribamar-ma-41m2-id-2646504193/",-2.548115424891,-44.106867561911
1,NA,41,0,1,1,0,0,2646503867,1,0,0,1,1,2,0,0,NA,173900,0,"Vila Picarreira, São José de Ribamar - MA","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-picarreira-sao-jose-de-ribamar-ma-41m2-id-2646503867/",-2.548115424891,-44.106867561911
